,Row,Col,Target,ER AREA,ER INTENSITY,ER FORM FACTOR,ER COUNT,ER DxA,LYSO AREA,LYSO DxA,LYSO FORM FACTOR,LYSO INTENSITY,LYSO COUNT,NUCLEAR DXA,NUC FORM FACTOR,NUC MEDIAN DENSITY,NUCLEAR PARIMETER,NUCLEAR WRMI,NUCLEUS MAX CHORD,NUCLEAR AVG DIAMETER,NUCLEAR MED DIAMETER,NUCLEAR AREA,NUCLEAR INTENSITY,CELL INTENSITY,CELL DXA,CELL AREA,CELL FORM FACTOR,CELL FIBER LENGTH,CELL END NODES,CELL PARIEMETER,CELL AVG  DIAMETER,CELL MED DIAMETER,CELL FRMI,CELL LENGTH,CELL CROSSING POINTS,CELL BRANCH NODES,Field,CHRONO_ORDER
90,B,3,5,0.951,518.111,0.965,1,492.537,420.077,786131.769,1.344,152854.876,99,284071.185,0.672,2266.0,48.413,1.42,19.723,19.324,15.159,125.273,2267.615,10094.348,25775081.301,2553.417,0.376,184.902,4,292.145,19.324,15.159,0.88,121.146,0,2,15,1
91,B,3,1,616.542,347625.524,0.848,188,1388097.674,1200.974,2924412.05,1.093,181525.983,103,403527.247,0.784,2847.0,47.482,1.14,18.386,25.088,15.657,140.589,2870.262,13607.073,41922250.741,3080.916,0.374,252.923,7,321.706,25.088,15.657,1.029,95.864,0,5,16,1
92,B,3,2,416.38,250683.355,0.849,113,1214073.545,539.012,1924534.535,0.949,200331.644,91,445822.033,0.843,2837.0,47.733,0.986,15.473,15.082,15.479,152.842,2916.888,13795.47,26342689.941,1909.517,0.254,200.942,7,307.116,15.082,15.479,0.891,103.253,0,5,16,1
93,B,3,3,9.718,6610.377,0.964,7,9235.46,516.725,1088305.661,1.083,268355.019,147,216480.628,0.617,2598.5,41.171,1.232,14.424,23.625,22.802,83.234,2600.876,10828.444,37914881.537,3501.416,0.26,260.476,8,411.538,23.625,22.802,0.906,141.267,1,3,16,1
94,B,3,4,366.841,262461.077,0.881,126,895901.345,754.068,2828350.798,1.008,180035.202,79,294987.587,0.525,2669.0,51.423,1.583,16.952,19.405,17.814,110.485,2669.924,14687.281,26047456.983,1773.47,0.342,193.478,8,255.159,19.405,17.814,0.853,74.348,0,4,16,1
95,B,3,5,13.415,7483.538,1.007,9,11340.493,287.199,654209.13,1.049,131879.842,66,517400.627,0.808,2843.0,53.434,1.129,20.003,16.228,16.79,183.473,2820.031,9931.835,18923048.542,1905.292,0.359,151.86,4,258.169,16.228,16.79,1.055,115.25,0,2,16,1
96,B,3,6,154.849,92926.414,0.954,82,185657.735,647.597,1508668.519,1.082,163298.619,87,847378.605,0.816,3737.0,58.113,1.042,20.898,14.304,15.632,219.175,3866.216,18918.749,33911538.397,1792.483,0.281,149.366,3,283.223,14.304,15.632,0.97,124.858,0,1,16,1
97,B,3,7,13.943,12661.509,1.138,8,23381.606,327.971,706394.578,1.296,113031.595,70,353058.337,0.93,2624.0,42.55,0.979,15.045,16.527,19.178,134.04,2633.975,9242.335,16262144.399,1759.528,0.385,114.953,2,239.584,16.527,19.178,1.015,106.404,0,0,16,1
98,B,3,8,102.035,73688.201,0.914,45,185291.422,596.156,1282969.224,1.283,158197.196,96,435957.672,0.798,2705.0,50.597,1.099,18.799,19.839,23.218,162.559,2681.838,12517.407,31149025.177,2488.457,0.349,166.416,3,299.357,19.839,23.218,1.39,123.609,0,1,16,1
99,B,3,9,208.507,125880.694,0.955,110,264293.136,770.546,2122072.726,1.053,196523.586,97,208270.697,0.749,2716.0,35.685,1.277,13.602,20.628,16.145,75.946,2742.37,13643.499,31742024.441,2326.531,0.372,207.14,6,280.391,20.628,16.145,0.64,102.687,1,1,16,1
100,B,3,1,107.528,61413.23,0.965,71,109392.278,940.182,2156009.069,1.057,526556.189,278,365962.948,0.497,2894.0,56.634,1.867,20.702,28.557,21.166,126.752,2887.238,11293.915,65644973.178,5812.42,0.279,388.265,8,511.333,28.557,21.166,0.913,186.753,0,2,17,1
101,B,3,2,9.084,11117.597,1.041,9,11403.235,491.586,1336312.551,1.153,134059.312,75,426895.967,0.819,2476.5,51.172,1.026,17.701,44.422,47.488,170.693,2500.964,11014.147,35584510.441,3230.8,0.739,203.746,6,234.425,44.422,47.488,1.037,77.106,0,2,17,1
102,B,3,3,203.014,100202.715,0.974,122,167960.001,1127.353,2447134.737,1.081,783938.515,419,300297.119,0.707,3081.5,41.338,1.299,16.145,25.776,22.184,96.12,3124.184,11582.275,61283581.901,5291.152,0.195,472.726,15,583.947,25.776,22.184,0.748,139.331,0,11,17,1
103,B,3,4,15.527,7571.457,0.94,10,11634.029,379.305,796797.836,1.433,43455.587,27,528529.444,0.915,3062.0,49.115,0.996,17.924,13.549,12.648,175.657,3008.872,9913.373,15975844.704,1611.545,0.28,155.929,4,268.956,13.549,12.648,0.89,114.834,0,2,17,1
104,B,3,1,36.758,19146.213,0.944,19,37401.951,1415.924,3425609.242,1.272,351053.452,202,756962.249,0.794,3493.5,59.045,1.188,23.115,18.896,18.539,220.337,3435.474,9859.887,74128441.384,7518.183,0.118,590.904,13,893.25,18.896,18.539,0.816,290.016,0,11,18,1
105,B,3,2,253.821,195138.202,0.935,82,649287.776,268.186,699327.525,1.007,235038.983,110,937239.788,0.933,3277.0,61.852,0.964,20.453,28.592,23.412,284.136,3298.566,5393.243,14602916.381,2707.632,0.368,227.457,6,303.981,28.592,23.412,0.733,96.967,0,0,18,1
106,B,3,3,132.878,126687.01,0.948,43,440939.233,790.298,3254620.716,1.02,59023.563,29,469677.375,0.677,3400.0,50.435,1.312,18.703,21.775,23.134,136.998,3428.36,12524.908,26149691.581,2087.815,0.53,106.898,2,222.549,21.775,23.134,0.998,98.597,0,0,18,1
107,B,3,4,25.879,14932.532,0.956,17,23257.073,380.889,1093486.328,0.984,344457.386,153,230157.475,0.789,2363.0,39.39,1.1,14.816,23.987,24.92,97.388,2363.311,11499.275,32700245.366,2843.679,0.344,249.539,9,322.43,23.987,24.92,1.04,105.204,0,3,18,1
108,B,3,5,12.358,4446.42,0.983,4,19439.728,264.911,714114.93,1.148,121502.672,60,516216.025,0.889,3039.0,48.933,1.033,18.396,16.685,13.474,169.319,3048.77,10790.194,15274679.065,1415.607,0.467,111.852,3,195.205,16.685,13.474,0.883,74.866,0,1,18,1
109,B,3,6,7.605,6430.333,0.984,7,7035.892,371.594,1005027.022,1.02,342934.253,155,535072.06,0.9,2614.0,53.562,1.007,18.688,16.796,16.932,205.444,2604.47,10317.85,29424569.469,2851.812,0.252,232.072,5,377.319,16.796,16.932,1.156,158.943,0,1,18,1
110,B,3,7,12.992,9621.638,0.995,11,11364.892,189.811,699225.49,0.909,53754.192,19,425207.949,0.917,2644.0,46.854,0.99,17.383,17.968,17.466,160.13,2655.394,9978.459,12095595.511,1212.171,0.579,93.669,3,162.159,17.968,17.466,1.015,61.879,0,1,18,1
111,B,3,8,119.569,67734.67,0.961,75,113393.307,720.585,2097712.489,1.032,513970.855,217,854721.976,0.963,4405.0,50.057,0.955,17.266,19.727,19.304,191.924,4453.451,13317.155,51028882.099,3831.816,0.236,267.645,6,451.354,19.727,19.304,1.146,195.095,0,4,18,1
112,B,3,9,107.211,45631.693,0.952,59,84895.783,284.558,797421.561,1.023,307901.093,135,371772.938,0.434,2264.0,68.408,1.584,19.968,19.299,9.685,161.503,2301.956,9034.419,19450984.681,2152.987,0.227,207.206,6,345.588,19.299,9.685,1.205,110.108,0,4,18,1
113,B,3,10,73.833,43783.322,0.973,51,63760.643,246.216,680903.714,1.017,147223.497,66,620196.208,0.629,3076.0,63.378,1.15,20.283,23.896,18.958,200.902,3087.062,11194.678,14953333.209,1335.754,0.635,106.054,4,162.564,23.896,18.958,1.057,53.387,1,0,18,1
114,B,3,1,11.513,4406.791,0.873,3,23065.043,470.461,1092560.511,1.126,222291.646,119,223330.09,0.819,2601.5,36.332,1.073,12.587,28.177,17.875,85.98,2597.464,11703.115,39674556.952,3390.085,0.363,263.559,6,342.621,28.177,17.875,0.684,103.695,0,2,19,1
115,B,3,2,32.85,15048.166,0.912,11,46538.439,595.417,2921237.337,1.157,48284.598,25,465005.616,0.758,2696.0,53.695,1.241,20.606,19.813,21.647,173.861,2674.577,12465.863,13650503.44,1095.031,0.691,95.788,4,141.124,19.813,21.647,1.056,54.928,0,0,19,1
116,B,3,3,84.607,100659.501,0.954,36,227618.952,1166.223,3181669.821,1.325,58605.912,35,329662.788,0.587,2842.0,49.869,1.603,19.277,22.753,20.699,116.084,2839.874,13418.575,44077007.29,3284.776,0.332,188.31,4,352.724,22.753,20.699,0.828,129.152,0,2,19,1
117,B,3,4,15.421,6807.183,0.937,8,14233.71,439.723,1152611.654,1.03,153274.915,71,485720.574,0.832,2916.0,50.213,1.09,18.499,11.07,8.125,166.996,2908.583,12602.461,21703149.96,1722.136,0.195,178.453,3,333.392,11.07,8.125,0.917,146.546,0,1,19,1
118,B,3,5,120.626,82336.674,0.954,85,120419.271,1389.412,3876100.181,1.015,712935.615,334,493190.169,0.781,2709.0,53.927,1.072,18.992,27.231,31.71,180.727,2728.922,13626.626,84791166.752,6222.462,0.269,289.59,3,539.222,27.231,31.71,0.987,226.587,0,1,19,1
119,B,3,6,194.036,69212.843,0.98,39,443002.014,594.466,2151452.021,0.984,122740.396,56,452552.981,0.667,2507.5,58.42,1.332,22.343,13.975,12.983,181.044,2499.686,10376.036,24552260.29,2366.247,0.237,201.838,4,353.872,13.975,12.983,1.068,157.106,0,2,19,1
120,B,3,1,5.176,1025.633,0.859,1,5308.37,444.371,915284.352,1.275,140579.923,85,717402.558,0.871,3103.0,58.023,1.009,21.179,25.268,28.357,233.329,3074.638,9500.108,27416641.055,2885.93,0.332,180.397,4,330.333,25.268,28.357,1.071,135.293,0,2,20,1
121,B,3,2,2.324,919.364,0.982,1,2136.403,232.59,519186.35,1.267,62884.296,39,408389.239,0.901,2910.0,44.102,0.951,15.204,11.296,10.662,139.533,2926.835,10690.669,18072017.686,1690.448,0.208,171.982,3,319.219,11.296,10.662,0.977,143.262,0,1,20,1
122,B,3,3,7.711,930.534,0.497,1,7175.108,34.54,99367.787,1.44,78798.612,49,358115.844,0.884,2843.0,42.256,0.976,14.951,17.616,20.107,125.59,2851.468,15489.181,21563392.786,1392.158,0.497,116.979,4,187.699,17.616,20.107,0.801,72.081,0,2,20,1
123,B,3,4,3.803,14128.889,0.965,4,13431.476,1542.043,4970729.389,1.461,44077.709,27,274936.07,0.854,2702.0,38.682,1.011,13.159,29.259,34.056,101.718,2702.914,15228.624,22279992.371,1463.034,0.778,79.517,3,153.753,29.259,34.056,0.685,56.616,0,1,20,1
124,B,3,5,29.787,11869.098,0.914,10,62199.799,448.385,1166159.531,1.021,112629.207,63,633398.686,0.8,3333.0,54.609,1.119,20.851,14.248,13.733,189.811,3336.997,18579.462,20727767.251,1115.628,0.426,114.257,4,181.404,14.248,13.733,1.236,82.283,0,0,20,1
125,B,3,6,7.816,4983.318,1.019,4,10362.813,505.318,1481239.302,1.135,74860.326,43,449506.183,0.831,3296.0,45.587,1.105,17.541,19.482,22.964,137.42,3271.035,16263.3,19244925.805,1183.335,0.666,66.725,2,149.467,19.482,22.964,0.942,63.565,0,0,20,1
126,B,3,7,0.951,619.556,0.965,1,588.974,274.312,682222.462,1.236,54278.228,32,428170.986,0.865,2833.0,46.935,1.042,17.755,9.406,7.8,151.574,2824.829,10367.603,19064499.65,1838.853,0.133,229.403,4,416.372,9.406,7.8,0.957,189.203,0,0,20,1
127,B,5,1,26.829,18648.13,0.966,18,27114.45,394.832,1212966.156,1.14,81667.961,39,470520.169,0.84,3110.0,47.021,0.97,16.479,15.933,16.659,147.772,3184.104,16332.782,20572723.692,1259.597,0.486,85.568,2,180.456,15.933,16.659,1.175,78.333,0,0,1,3
128,B,5,2,55.243,31645.385,0.974,36,49174.456,737.696,2154387.067,1.074,510384.703,217,205246.291,0.861,2568.0,34.171,1.095,12.601,32.281,25.625,79.959,2566.884,14735.411,53011168.603,3597.536,0.489,194.173,5,304.032,32.281,25.625,0.912,109.823,0,3,1,3
129,B,5,3,51.651,40457.331,0.976,29,72024.55,823.254,3905426.769,1.08,133241.343,53,461103.453,0.736,2853.0,52.494,1.071,18.153,29.432,29.87,161.292,2858.815,19187.064,37681764.511,1963.915,0.708,83.395,2,186.649,29.432,29.87,1.089,78.247,0,0,1,3
130,B,5,4,8.873,5949.667,0.968,6,8651.662,868.039,2251603.557,1.207,244705.485,119,1086212.988,0.433,3846.0,90.893,1.475,28.323,26.191,24.36,284.981,3811.534,18275.376,60117372.725,3289.529,0.354,294.214,10,341.639,26.191,24.36,0.771,127.636,0,4,1,3
131,B,5,5,27.885,24477.05,0.983,18,36287.062,823.148,3203903.161,1.322,83249.729,41,234288.426,0.679,2121.0,45.288,1.323,16.954,15.812,16.173,110.802,2114.473,18460.819,26876205.488,1455.851,0.399,129.655,4,214.145,15.812,16.173,1.209,93.162,0,0,1,3
132,B,5,1,317.302,200851.429,0.92,144,485990.133,846.597,2424167.292,1.038,197016.839,87,215223.25,0.661,2669.0,38.874,1.246,14.011,21.188,23.227,79.537,2705.958,10814.404,38950899.188,3601.761,0.288,244.962,6,396.349,21.188,23.227,1.694,172.365,0,4,2,3
133,B,5,2,19.013,6829.656,0.759,6,22406.673,287.516,931780.267,1.091,61470.558,32,394986.176,0.901,2989.0,42.874,0.982,15.657,13.455,14.352,131.822,2996.361,14357.86,16148455.866,1124.712,0.384,102.914,3,191.938,13.455,14.352,0.888,86.424,0,1,2,3
134,B,5,3,68.869,34355.079,0.914,33,74832.632,1098.939,3416284.105,1.048,511665.098,255,293488.112,0.889,3179.5,36.133,1.024,12.983,17.525,14.865,92.318,3179.112,12680.677,49550378.42,3907.55,0.138,402.117,12,597.357,17.525,14.865,0.718,147.915,0,8,2,3
135,B,5,4,1.901,2084.222,0.965,2,1981.343,352.053,1086996.209,1.358,18481.151,10,337476.198,0.929,2748.0,40.304,0.938,14.452,17.481,17.616,120.097,2810.02,15580.646,16355269.338,1049.717,0.573,68.313,2,151.676,17.481,17.616,1.046,63.507,0,0,2,3
136,B,5,5,1.901,1387.222,0.965,2,1318.748,823.57,2208321.48,1.38,64003.432,37,286507.04,0.535,2532.5,51.655,1.532,19.592,15.504,12.793,113.654,2520.866,13796.048,39199471.919,2841.355,0.23,197.179,2,393.785,15.504,12.793,1.021,184.086,0,0,2,3
137,B,5,1,0.951,723.222,0.965,1,687.523,859.8,1750610.752,1.422,56696.171,46,368020.66,0.927,2725.0,43.046,0.949,14.905,24.938,22.33,136.681,2692.556,11265.376,17137273.115,1521.234,0.639,69.498,2,172.907,24.938,22.33,1.006,59.573,0,0,3,3
138,B,5,2,25.667,15228.751,1.025,17,24092.051,942.717,2127683.399,1.247,64381.816,51,456322.689,0.828,2299.0,54.819,1.091,20.225,22.1,11.141,197.944,2305.309,11350.943,26723649.646,2354.311,0.327,215.047,7,300.687,22.1,11.141,0.972,95.485,0,3,3,3
139,B,5,3,0.951,654.667,0.965,1,622.352,360.926,498738.945,1.347,101248.169,83,332091.249,0.745,2426.0,48.086,1.107,17.275,16.575,13.789,137.103,2422.197,8899.905,15489476.851,1740.409,0.419,106.957,2,228.362,16.575,13.789,1.072,96.904,0,0,3,3
140,B,5,1,152.314,83275.444,0.961,88,144201.413,1868.64,4341349.478,1.213,104503.751,83,688955.312,0.501,3431.0,70.638,1.411,24.553,31.625,29.731,199.0,3462.079,16152.797,44053173.284,2727.278,0.484,191.849,6,265.982,31.625,29.731,1.196,87.286,0,4,4,3
141,B,5,2,279.382,118291.251,0.872,91,397307.003,1607.953,4238996.79,1.124,110184.99,74,483190.923,0.705,2787.0,55.558,1.261,20.285,14.226,15.29,173.228,2789.341,12384.949,47608589.888,3844.068,0.14,322.561,5,587.463,14.226,15.29,0.878,258.656,0,3,4,3
142,B,5,3,19.224,12421.783,0.948,14,17301.212,1315.051,2905925.813,1.088,166207.025,117,475475.851,0.88,2862.0,48.777,1.04,17.852,20.712,18.332,166.573,2854.457,10785.595,29610131.189,2745.341,0.393,177.213,4,296.405,20.712,18.332,0.948,131.399,0,0,4,3
143,B,5,4,27.04,17817.855,0.914,18,27938.971,2280.267,4766663.159,1.33,216429.705,187,555516.086,0.859,2928.0,52.952,1.008,19.97,22.062,21.435,191.607,2899.253,11827.242,63951439.23,5407.13,0.205,394.948,9,576.008,22.062,21.435,0.767,207.747,0,5,4,3
144,B,5,5,0.951,642.556,0.965,1,610.839,918.318,1389774.707,1.197,218835.079,188,207006.663,0.657,2297.0,41.619,1.326,16.163,18.738,20.225,90.522,2286.811,9062.645,27272230.607,3009.301,0.303,275.235,8,353.423,18.738,20.225,1.017,109.825,0,2,4,3
145,B,5,1,340.963,188301.091,0.875,100,834510.118,255.616,852862.209,0.979,213974.015,88,192295.309,0.913,2433.0,32.95,0.99,11.136,13.421,12.391,78.903,2437.108,10514.6,16191747.767,1539.93,0.273,164.205,5,266.381,13.421,12.391,1.114,118.971,0,1,5,3
146,B,5,2,177.453,84397.608,0.842,47,411973.36,155.482,510757.771,0.92,107867.805,42,181441.65,0.808,2294.0,35.111,1.025,11.991,12.983,13.703,79.22,2290.353,11062.322,12529561.065,1132.634,0.39,107.314,3,191.113,12.983,13.703,1.023,84.67,0,1,5,3
147,B,5,3,94.219,48079.284,0.92,48,95366.969,295.86,762955.079,1.111,116593.073,55,548185.178,0.62,2835.0,62.487,1.542,23.625,19.061,22.81,192.769,2843.748,14110.281,21968802.721,1556.936,0.48,117.498,4,201.912,19.061,22.81,0.988,82.994,0,0,5,3
148,B,5,4,246.11,138711.323,0.922,96,420410.706,672.63,2232294.172,1.322,69553.987,35,203883.708,0.765,2351.0,37.753,1.087,12.95,14.646,14.0,86.719,2351.073,9865.864,25739808.148,2608.977,0.201,216.61,4,403.907,14.646,14.0,1.403,173.194,0,2,5,3
149,B,5,5,493.171,481619.273,0.813,131,2364145.514,979.898,5242121.793,1.04,71247.941,30,473336.279,0.786,3615.0,44.885,1.107,17.678,32.622,32.311,126.013,3756.264,21856.464,36739436.901,1680.941,0.727,142.151,6,170.474,32.622,32.311,0.81,55.703,0,2,5,3
150,B,5,6,41.089,21431.124,0.947,26,33978.699,142.068,374569.93,1.073,464019.324,202,356069.645,0.483,2471.0,61.025,1.603,21.275,24.289,19.951,143.124,2487.84,8540.662,38765037.488,4538.88,0.32,284.692,6,422.067,24.289,19.951,1.04,151.064,0,4,5,3
151,B,5,1,44.363,24368.326,0.869,17,69570.105,731.042,1819896.933,1.467,47643.273,39,618433.934,0.957,3788.0,46.504,0.912,16.022,20.795,20.323,164.672,3755.554,13113.053,22288820.112,1699.743,0.463,148.469,6,214.697,20.795,20.323,1.111,89.266,0,0,6,3
152,B,5,2,151.891,83890.237,0.874,52,299251.521,490.424,1414759.725,1.026,77689.657,49,431669.972,0.913,2713.0,46.958,0.986,17.078,11.749,9.592,160.236,2693.972,11016.051,15645602.66,1420.255,0.256,143.798,3,263.788,11.749,9.592,0.994,120.393,0,1,6,3
153,B,5,3,1.584,778.533,0.95,1,1233.507,1352.443,2074911.512,1.352,246856.322,207,932194.112,0.819,2861.0,70.902,1.104,25.755,30.847,26.358,327.548,2845.977,12870.675,47972161.767,3727.245,0.345,291.823,7,368.642,30.847,26.358,0.904,110.153,0,5,6,3
154,B,5,4,202.064,138803.501,0.907,59,864227.418,628.584,1673088.127,1.177,61312.733,43,507105.732,0.884,3550.0,44.943,0.949,14.847,18.386,19.53,142.068,3569.464,16932.347,24057193.77,1420.783,0.489,89.358,2,191.01,18.386,19.53,1.455,84.879,0,0,6,3
155,B,5,5,53.87,31887.979,0.971,36,49107.172,1306.178,3036946.296,1.105,219260.08,140,733445.757,0.728,3219.0,62.475,1.086,21.46,18.245,18.678,226.147,3243.233,13317.029,36396610.506,2733.088,0.282,202.361,4,349.069,18.245,18.678,0.896,143.714,0,0,6,3
156,B,5,6,57.038,46673.92,0.907,24,104511.485,1325.719,2484844.801,1.396,140574.757,116,331920.556,0.843,2557.0,44.034,1.006,16.065,35.846,32.5,130.026,2552.718,10290.067,40881744.278,3972.933,0.549,184.845,4,301.654,35.846,32.5,0.84,110.392,0,2,6,3
157,B,5,1,10.035,1645.31,0.927,2,9867.952,820.296,1396490.762,1.339,82824.356,79,400075.37,0.64,2305.0,58.358,1.296,21.206,34.352,38.02,173.544,2305.319,8828.146,40207905.081,4554.513,0.538,201.041,4,326.109,34.352,38.02,1.003,128.206,0,2,7,3
158,B,5,2,0.951,944.667,0.965,1,898.037,1257.484,2291078.113,1.323,94153.99,93,185068.655,0.886,2506.0,32.413,1.021,11.205,30.27,33.541,74.044,2499.434,12580.843,29706921.053,2361.282,0.61,179.744,7,220.557,30.27,33.541,0.822,75.705,0,3,7,3
159,B,5,3,14.576,8922.516,0.951,13,9971.361,900.467,1322676.159,1.22,244273.293,233,211205.32,0.775,2429.0,37.413,1.092,13.476,30.256,38.47,86.297,2447.426,8336.733,37378887.462,4483.637,0.224,341.927,9,501.494,30.256,38.47,0.749,127.846,0,7,7,3
160,B,5,4,8.873,4346.376,0.839,5,7598.46,644.428,1537274.099,1.282,43192.761,40,441135.276,0.94,3097.0,43.266,0.936,14.908,15.651,14.482,139.955,3151.974,10705.969,16960263.134,1584.188,0.4,123.401,3,222.956,15.651,14.482,1.226,100.641,0,1,7,3
161,B,5,5,0.951,558.222,0.965,1,530.668,1911.841,3503431.952,1.418,141544.25,140,351823.879,0.913,3054.0,39.847,0.967,14.187,25.352,20.518,115.344,3050.208,10557.407,40368170.185,3823.682,0.309,224.643,4,394.343,25.352,20.518,0.689,146.327,0,0,7,3
162,B,5,6,21.865,14568.676,0.954,17,18383.039,657.209,1056179.23,1.113,162369.018,147,395168.804,0.717,2598.5,51.303,1.335,20.448,15.776,14.61,150.201,2630.933,8895.526,23741915.316,2668.973,0.236,230.934,5,377.087,15.776,14.61,0.923,156.724,0,3,7,3
163,B,5,1,36.441,9678.016,0.724,10,38104.157,534.999,915501.309,1.325,103941.68,78,401880.846,0.68,2388.0,55.898,1.482,23.587,14.461,12.648,169.108,2376.472,10974.294,17632244.254,1606.686,0.306,153.127,5,257.037,14.461,12.648,1.203,93.633,0,3,8,3
164,B,5,2,29.787,16139.054,0.944,19,24988.715,777.729,1730667.925,1.205,106398.114,76,234892.081,0.826,2489.0,37.861,1.141,14.118,23.075,18.2,94.219,2493.046,13999.027,27966073.683,1997.716,0.371,170.173,6,260.036,23.075,18.2,1.068,78.273,0,4,8,3
165,B,5,3,88.409,45940.301,0.974,59,70032.538,382.791,620216.383,1.136,174452.354,123,438635.517,0.692,2591.0,55.089,1.106,17.98,26.236,29.758,166.996,2626.629,10424.629,26316720.166,2524.475,0.383,227.116,8,287.97,26.236,29.758,1.164,78.211,0,4,8,3
166,B,5,4,194.459,103197.147,0.885,67,378336.469,512.395,1586256.632,1.026,69590.902,41,388847.37,0.931,3529.5,37.944,0.939,13.602,24.091,23.91,106.683,3644.891,16739.121,24367901.234,1455.746,0.72,139.72,6,159.411,24.091,23.91,0.776,51.143,0,2,8,3
167,B,5,5,232.378,104942.439,0.904,98,293338.228,919.585,3339841.406,1.06,184650.454,79,245923.511,0.787,3091.0,35.458,1.143,13.37,12.635,13.789,78.692,3125.148,12428.98,25100009.97,2019.475,0.171,223.345,5,384.904,12.635,13.789,0.753,121.839,0,3,8,3
168,B,5,6,10.457,7461.304,0.957,8,9940.095,912.931,2583652.661,1.038,37831.474,23,435346.411,0.778,2730.0,50.812,1.058,18.539,21.726,19.062,159.813,2724.098,10175.648,25590364.699,2514.863,0.303,197.883,4,323.129,21.726,19.062,0.934,122.824,0,0,8,3
169,B,5,7,7.711,3962.934,0.916,4,7641.555,1296.672,3383845.652,1.116,95464.91,64,413886.68,0.77,2940.0,47.859,1.067,16.277,17.801,21.143,140.378,2948.378,13673.528,27636451.456,2021.165,0.355,174.232,5,267.596,17.801,21.143,1.226,99.669,0,1,8,3
170,B,5,8,6.126,2785.342,0.942,3,5670.563,1234.458,3182318.685,1.136,132866.505,91,270494.578,0.591,2764.0,45.709,1.321,14.368,24.7,14.731,98.338,2750.652,9815.309,28806308.34,2934.835,0.367,219.429,6,316.99,24.7,14.731,0.922,111.186,0,2,8,3
171,B,5,9,1.69,1017.25,0.94,1,1719.178,468.454,896628.796,1.361,43503.971,32,432777.889,0.86,2815.5,47.467,1.044,18.42,18.702,19.33,154.215,2806.332,10017.119,19271761.507,1923.883,0.424,128.276,3,238.824,18.702,19.33,1.594,101.126,0,1,8,3
172,B,5,10,41.723,21669.419,0.963,12,76069.52,421.661,1391152.817,1.097,5969.699,3,326759.43,0.972,2637.0,39.93,0.922,13.444,25.641,23.981,123.266,2650.843,16572.635,16580838.712,1000.495,0.817,68.234,3,124.034,25.641,23.981,0.907,43.994,0,1,8,3
173,B,5,11,9.718,1872.418,0.961,2,9137.756,45.631,87312.097,1.392,98394.726,74,531580.996,0.467,2728.0,72.597,1.677,22.172,16.988,14.612,195.832,2714.479,9421.939,23375427.826,2480.957,0.272,197.089,4,338.553,16.988,14.612,1.088,148.763,0,2,8,3
174,B,5,12,6.549,2469.932,1.05,3,5792.562,632.386,1038646.379,1.328,215902.047,163,253475.706,0.817,2313.0,41.013,1.084,15.893,17.786,18.552,109.324,2318.584,7212.597,27756187.217,3848.293,0.209,273.099,5,480.729,17.786,18.552,1.023,151.292,0,1,8,3
175,B,5,1,95.909,49677.481,0.928,57,85563.765,764.525,1720525.555,1.24,99381.784,65,350503.23,0.629,2907.0,48.933,1.336,17.507,13.908,11.719,119.886,2923.633,8898.328,29063587.237,3266.185,0.121,369.655,11,582.413,13.908,11.719,1.36,172.429,0,7,9,3
176,B,5,2,164.777,82745.21,0.947,91,152994.932,1327.304,3071158.43,1.048,396699.471,230,190018.528,0.825,2434.0,34.411,1.116,12.729,21.698,20.603,77.741,2444.246,11802.686,59379243.485,5030.994,0.232,296.868,4,522.043,21.698,20.603,0.966,220.305,0,2,9,3
177,B,5,3,8.239,6519.222,0.973,8,6776.051,475.953,959248.777,1.131,110376.141,68,526421.243,0.864,2805.0,52.391,1.075,19.564,12.35,8.45,188.649,2790.479,10049.852,22195562.084,2208.546,0.187,220.268,4,385.399,12.35,8.45,0.778,153.191,0,0,9,3
178,B,5,4,7.816,1604.765,0.63,2,6519.484,657.314,1411593.568,1.255,95395.467,67,647480.717,0.765,2780.5,61.876,1.155,23.352,17.232,15.657,233.223,2776.224,17309.876,32382492.82,1870.752,0.336,170.964,6,264.657,17.232,15.657,1.127,102.178,0,2,9,3
179,B,5,5,98.444,64013.55,0.905,33,239440.468,2013.137,5963637.028,1.314,437493.459,312,304164.742,0.755,2547.5,44.621,1.059,15.621,18.995,13.406,119.569,2543.837,9928.241,74400090.672,7493.784,0.11,502.664,5,927.295,18.995,13.406,2.153,369.62,0,3,9,3
